campus,method,year,month,day,site,side,zone,level,transect,classcode,count,fish_tl,min_tl,max_tl,observer,depth,vis,temp,surge,windwave,pctcnpy,macpyr1_4stipe,macpyr5_15stipe,macpyrgt15stipe,nerluestipes,notes
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,ELAT,3,26,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,OPIC,1,7,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,OPIC,1,10,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,OPIC,1,15,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,OYT,1,9,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SATR,2,25,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SATR,2,27,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SATR,1,28,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SATR,1,29,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SATR,1,30,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SATR,1,32,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SCAU,1,30,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SCHR,1,26,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SMYS,1,28,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SPUL,1,28,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SPUL,1,32,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SPUL,1,38,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,2,SPUL,1,55,,,SCOTT HAMILTON,13.4,9,13.9,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,BFRE,1,10,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,CPUN,8,10,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,DVAC,1,18,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,DVAC,1,30,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,EJAC,1,12,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,EJAC,1,26,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,ELAT,1,7,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,ELAT,2,12,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,ELAT,1,14,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,ELAT,1,18,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,ELAT,1,26,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,ELAT,1,28,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,GNIG,1,30,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,GNIG,2,35,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,GNIG,1,37,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,KGB,1,6,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,OPIC,1,15,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,OPIC,1,17,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,OYT,1,40,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SATR,1,18,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SATR,1,25,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SATR,3,28,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SATR,4,30,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SATR,1,35,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SCHR,1,25,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SCHR,1,27,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SMYS,1,27,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SPUL,1,15,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SPUL,1,35,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,SPUL,1,65,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,BOT,3,STRE,1,5,,,SCOTT HAMILTON,11.9,9,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,1,BFRE,21,9,8,10,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,1,BFRE,3,12,,,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,2,BFRE,25,9,8,10,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,2,BFRE,1,11,,,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,2,BFRE,1,13,,,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,2,SMYS,1,16,,,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,2,SMYS,3,16,15,17,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,3,BFRE,3,10,,,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,3,CPUN,3,14,,,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,CAN,3,OCAL,2,11,,,PETER CARLSON,3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,1,KGB,1,5,,,PETER CARLSON,7.6,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,1,SATR,1,22,,,PETER CARLSON,7.6,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,2,BFRE,9,9,8,10,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,2,KGB,9,4.5,4,5,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,2,PCLA,1,43,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,2,SATR,1,25,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,2,SMYS,1,15,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,2,SMYS,1,24,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,BFRE,17,9,8,10,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,BFRE,2,11,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,BFRE,1,12,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,CPUN,45,13,12,14,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,GNIG,1,33,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,OCAL,7,11,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,OCAL,2,15,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,OCAL,1,17,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,OYT,1,23,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,OYT,1,28,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,OYT,1,30,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,SATR,1,18,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INMID,MID,3,SMYS,1,23,,,PETER CARLSON,6.1,9,15,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,DVAC,1,31,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,EJAC,1,38,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,OPIC,1,12,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,OPIC,1,14,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,OYT,1,29,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,RTOX,3,14,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,RTOX,1,20,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,RTOX,1,24,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,RTOX,1,27,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,RTOX,1,31,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SATR,1,24,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SMYS,1,8,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SMYS,3,22,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SMYS,4,24,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SMYS,1,27,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SPUL,1,45,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SPUL,1,55,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,1,SPUL,1,60,,,MARY DONOVAN,14.3,9,14.4,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,2,AFLA,1,13,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,2,OCAL,2,24,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,2,SATR,5,8,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,2,SPUL,1,57,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,1,,,,,MALE
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,DVAC,1,23,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,EJAC,1,21,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,EJAC,1,25,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,EJAC,1,31,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,EJAC,2,33,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,HCAR,1,18,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,RTOX,1,18,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,RTOX,1,24,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,SATR,1,21,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,SATR,1,22,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,SATR,2,24,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,SCAU,1,20,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,SCAU,1,25,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,SMYS,1,7,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,BOT,3,SMYS,1,21,,,MARY DONOVAN,14.9,9,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,BFRE,1,7,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,BFRE,5,9,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,BFRE,2,11,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,BFRE,4,13,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,CPUN,4,20,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,CPUN,5,22,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,MCAL,1,33,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,19,SRI_JOHNSONS_LEE_SOUTH,E,INNER,MID,1,SATR,1,28,,,LAURA KINNEY,7,6,13.9,LIGHT,,2
